ID,Label,Workclass,Education,Marital-status,Occupation,Relationship,Race,Sex,Native-country
CLI0866,<=50K,Local-gov,Assoc-voc,Divorced,Protective-serv,Own-child,Asian-Pac-Islander,Male,United-States
CLI0867,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States
CLI0868,>50K,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0869,<=50K,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States
CLI0870,<=50K,?,HS-grad,Widowed,?,Not-in-family,Black,Female,United-States
CLI0871,<=50K,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
CLI0872,>50K,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0873,<=50K,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States
CLI0874,>50K,Private,Bachelors,Separated,Prof-specialty,Not-in-family,Black,Female,United-States
CLI0875,<=50K,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,Puerto-Rico
CLI0876,<=50K,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,Cuba
CLI0877,<=50K,Private,12th,Divorced,Transport-moving,Unmarried,Black,Male,United-States
CLI0878,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0879,<=50K,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,United-States
CLI0880,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0881,<=50K,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI0882,<=50K,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,United-States
CLI0883,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI0884,<=50K,Local-gov,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0885,<=50K,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI0886,<=50K,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
CLI0887,<=50K,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,United-States
CLI0888,<=50K,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0889,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,El-Salvador
CLI0890,<=50K,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,United-States
CLI0891,>50K,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0892,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0893,<=50K,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI0894,<=50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI0895,>50K,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
CLI0896,<=50K,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,United-States
CLI0897,<=50K,?,HS-grad,Never-married,?,Own-child,White,Male,United-States
CLI0898,<=50K,Private,1st-4th,Never-married,Other-service,Not-in-family,White,Male,United-States
CLI0899,<=50K,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0900,<=50K,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
CLI0901,<=50K,?,11th,Never-married,?,Own-child,White,Female,United-States
CLI0902,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0903,<=50K,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,United-States
CLI0904,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0905,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI0906,>50K,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States
CLI0907,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0908,<=50K,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0909,<=50K,Private,HS-grad,Widowed,Adm-clerical,Own-child,White,Female,United-States
CLI0910,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Taiwan
CLI0911,<=50K,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
CLI0912,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States
CLI0913,>50K,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0914,<=50K,State-gov,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,United-States
CLI0915,<=50K,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,Black,Female,Dominican-Republic
CLI0916,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,El-Salvador
CLI0917,>50K,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0918,<=50K,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,United-States
CLI0919,<=50K,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI0920,<=50K,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States
CLI0921,>50K,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0922,<=50K,Self-emp-not-inc,Bachelors,Divorced,Sales,Unmarried,White,Male,United-States
CLI0923,<=50K,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,United-States
CLI0924,<=50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0925,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI0926,>50K,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,United-States
CLI0927,<=50K,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0928,<=50K,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,United-States
CLI0929,<=50K,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States
CLI0930,<=50K,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States
CLI0931,>50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0932,<=50K,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0933,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0934,<=50K,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI0935,<=50K,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,England
CLI0936,<=50K,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI0937,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
CLI0938,<=50K,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,United-States
CLI0939,>50K,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
CLI0940,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI0941,<=50K,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,United-States
CLI0942,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
CLI0943,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,United-States
CLI0944,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0945,<=50K,Private,Some-college,Married-civ-spouse,Tech-support,Wife,Black,Female,United-States
CLI0946,<=50K,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Female,United-States
CLI0947,<=50K,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0948,>50K,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
CLI0949,<=50K,Private,12th,Separated,Adm-clerical,Unmarried,White,Female,United-States
CLI0950,<=50K,Local-gov,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI0951,<=50K,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,United-States
CLI0952,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
CLI0953,<=50K,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0954,<=50K,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0955,<=50K,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI0956,>50K,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0957,>50K,Local-gov,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0958,<=50K,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States
CLI0959,>50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0960,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0961,>50K,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0962,<=50K,Local-gov,Some-college,Married-spouse-absent,Craft-repair,Other-relative,White,Male,United-States
CLI0963,<=50K,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,White,Female,United-States
CLI0964,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
CLI0965,<=50K,?,HS-grad,Widowed,?,Not-in-family,White,Female,United-States
CLI0966,<=50K,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0967,<=50K,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI0968,<=50K,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,United-States
CLI0969,<=50K,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI0970,>50K,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0971,<=50K,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,Mexico
CLI0972,>50K,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
CLI0973,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0974,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0975,<=50K,Private,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,United-States
CLI0976,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0977,<=50K,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
CLI0978,<=50K,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
CLI0979,<=50K,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0980,>50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0981,<=50K,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI0982,>50K,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India
CLI0983,>50K,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0984,<=50K,Private,Some-college,Never-married,Sales,Own-child,Black,Female,United-States
CLI0985,>50K,Private,Bachelors,Divorced,Protective-serv,Not-in-family,Black,Male,United-States
CLI0986,<=50K,Private,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,Philippines
CLI0987,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Puerto-Rico
CLI0988,<=50K,Private,5th-6th,Separated,Sales,Unmarried,White,Female,Mexico
CLI0989,<=50K,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI0990,<=50K,Private,Bachelors,Never-married,Sales,Own-child,White,Female,?
CLI0991,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
CLI0992,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0993,<=50K,Private,10th,Never-married,Handlers-cleaners,Other-relative,White,Male,El-Salvador
CLI0994,<=50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India
CLI0995,<=50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI0996,>50K,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0997,<=50K,Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,United-States
CLI0998,<=50K,Private,5th-6th,Separated,Farming-fishing,Other-relative,White,Male,Mexico
CLI0999,<=50K,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI1000,<=50K,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,United-States
CLI1001,>50K,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
CLI1002,<=50K,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States
CLI1003,<=50K,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,United-States
CLI1004,<=50K,Local-gov,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,United-States
CLI1005,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States
CLI1006,<=50K,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,United-States
CLI1007,<=50K,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
CLI1008,<=50K,Private,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States
CLI1009,>50K,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI1010,<=50K,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,United-States
CLI1011,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI1012,<=50K,Private,11th,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI1013,>50K,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1014,<=50K,?,HS-grad,Widowed,?,Not-in-family,White,Female,United-States
CLI1015,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI1016,>50K,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI1017,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI1018,>50K,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI1019,<=50K,Self-emp-not-inc,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI1020,<=50K,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,United-States
CLI1021,<=50K,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,United-States
CLI1022,<=50K,Private,5th-6th,Divorced,Priv-house-serv,Unmarried,White,Female,Mexico
CLI1023,<=50K,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States
CLI1024,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,Mexico
CLI1025,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI1026,<=50K,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,United-States
CLI1027,<=50K,Private,11th,Never-married,Priv-house-serv,Not-in-family,White,Female,United-States
CLI1028,<=50K,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
CLI1029,<=50K,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,United-States
CLI1030,<=50K,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Female,Jamaica
CLI1031,<=50K,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
CLI1032,<=50K,Private,Some-college,Separated,Prof-specialty,Own-child,White,Male,United-States
CLI1033,<=50K,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,Hungary
CLI1034,<=50K,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI1035,>50K,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI1036,<=50K,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,United-States
CLI1037,<=50K,Private,10th,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI1038,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1039,<=50K,?,Some-college,Never-married,?,Own-child,White,Male,United-States
CLI1040,>50K,State-gov,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI1041,<=50K,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico
CLI1042,<=50K,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
CLI1043,<=50K,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI1044,<=50K,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States
CLI1045,>50K,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI1046,<=50K,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,United-States
CLI1047,<=50K,Private,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,United-States
CLI1048,<=50K,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,Canada
CLI1049,<=50K,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
CLI1050,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
